證券代號,投標開始日,撥券日期(上市、上櫃日期),成交量,成交金額,開盤價,最高價,最低價,收盤價,價差,成交筆數,首日收盤溢價率,首日最高溢價率,首日最低溢價率,最低得標加價率,加權平均加價率
6645,2023-12-01,2023-12-21,1067012,39661298,35.1,38.4,35.1,37.85,0.0,658,0.11,0.126,0.029,0.264,0.364
6649,2019-05-16,2019-06-05,1373000,67663100,49.0,50.6,48.15,48.3,6.3,1085,0.062,0.112,0.058,0.315,0.354
6651,2021-01-12,2021-02-01,2170841,155408887,70.0,73.7,69.8,73.1,22.5,1540,0.125,0.135,0.075,0.332,0.412
6654,2018-10-02,2018-10-23,1319900,97565500,74.5,74.6,73.0,74.1,0.5,805,0.007,0.014,-0.008,0.077,0.128
6655,2018-11-08,2018-11-28,1195500,71531350,60.5,61.5,57.2,60.1,0.0,784,-0.018,0.005,-0.065,0.058,0.177
6657,2023-05-23,2023-06-12,3605882,221346862,61.5,65.5,58.6,65.1,0.0,2595,0.218,0.226,0.097,0.436,0.484
6658,2023-10-13,2023-11-02,1108916,43536894,39.2,41.0,38.15,40.0,0.0,889,0.044,0.07,-0.004,0.452,0.533
6661,2021-01-07,2021-01-27,1184009,36252279,30.5,31.6,29.55,31.15,5.15,793,0.079,0.094,0.023,0.4,0.444
6662,2019-03-06,2019-03-26,806200,42788300,54.0,54.4,51.6,52.0,15.2,634,-0.004,0.042,-0.012,0.623,0.66
6664,2018-08-21,2018-09-12,1359756,85272991,65.0,65.2,59.0,61.2,6.2,1105,-0.046,0.017,-0.08,0.365,0.387
6667,2018-10-24,2018-11-13,710100,26915564,37.5,39.0,37.0,39.0,2.0,534,0.053,0.053,-0.001,0.032,0.092
6668,2018-11-22,2018-12-12,5225762,478055734,92.0,94.2,87.5,89.5,0.0,3601,0.542,0.623,0.508,0.1,0.161
6669,2019-03-07,2019-03-27,7122919,2673135220,370.0,387.0,362.0,378.0,0.0,5431,0.082,0.108,0.036,0.555,0.62
6670,2018-11-28,2018-12-18,8059150,1363541025,170.0,176.5,162.5,163.0,0.0,5032,0.206,0.306,0.202,0.31,0.351
6671,2018-11-21,2018-12-11,1698000,88480800,53.0,53.0,51.1,51.5,0.0,1494,0.242,0.278,0.232,0.223,0.284
6672,2019-03-26,2019-04-17,5337410,503805396,93.7,96.6,92.5,95.0,0.0,2903,0.175,0.195,0.144,0.512,0.535
6674,2018-11-08,2018-11-28,4781592,161195530,31.95,39.95,31.3,39.0,0.0,2282,0.265,0.295,0.015,0.032,0.089
6679,2019-04-18,2019-05-09,1205500,104906800,90.9,90.9,85.4,86.0,16.0,854,-0.008,0.048,-0.015,0.469,0.486
6680,2019-08-26,2019-09-16,386000,28076100,72.5,73.7,71.8,73.0,13.0,314,0.035,0.045,0.018,0.374,0.411
6683,2019-04-01,2019-04-23,1164315,148346450,128.5,130.5,124.0,126.0,51.0,846,0.045,0.083,0.029,0.823,0.848
6684,2021-07-22,2021-08-11,2693734,494958417,206.0,206.0,171.5,174.0,86.0,2134,0.088,0.288,0.073,1.053,1.089
6689,2022-08-23,2022-09-13,1648323,232289975,136.5,146.5,134.0,142.5,0.0,1599,0.043,0.072,-0.019,0.181,0.269
6690,2019-10-08,2019-10-30,1585635,198924050,130.0,133.5,115.0,130.0,75.0,1298,0.245,0.279,0.102,0.9,1.088
6691,2021-12-13,2022-01-03,2123952,501344750,232.0,246.0,229.5,236.0,0.0,1808,-0.002,0.04,-0.03,0.492,0.524
6692,2024-01-15,2024-02-02,1638266,52025232,30.0,33.45,29.5,31.9,1.9,1145,0.015,0.065,-0.061,0.275,0.309
6693,2022-02-08,2022-03-01,1297264,159279591,122.5,129.5,116.0,119.5,3.5,1117,-0.096,-0.02,-0.122,0.347,0.424
6695,2022-10-17,2022-11-04,2320323,79554920,36.0,36.0,33.2,34.1,0.0,1524,-0.057,-0.004,-0.082,0.006,0.081
6697,2019-12-06,2019-12-26,1567800,78894210,50.6,51.8,47.8,47.95,5.35,1124,0.101,0.189,0.097,0.297,0.329
6698,2019-11-05,2019-11-25,2317984,169397732,72.0,75.1,70.2,73.0,0.0,1627,0.018,0.048,-0.021,0.185,0.233
6703,2020-09-25,2020-10-20,1066150,129946650,125.0,127.0,118.0,121.0,24.1,832,-0.034,0.014,-0.058,0.536,0.565
6706,2019-11-29,2019-12-19,3030170,245047246,80.0,83.5,79.0,80.5,0.0,1975,0.132,0.174,0.111,0.398,0.422
6708,2022-12-09,2022-12-29,1463205,90367326,62.5,65.0,59.3,61.9,33.9,1171,0.042,0.094,-0.002,1.24,1.334
6712,2020-12-18,2021-01-08,2254888,373315640,165.5,176.0,160.5,172.5,34.5,1953,0.161,0.185,0.08,0.188,0.292
6715,2019-11-22,2019-12-12,1903223,178405204,92.0,96.0,92.0,93.2,0.0,1441,0.109,0.142,0.094,0.366,0.401
6716,2020-03-09,2020-03-27,830000,40736150,49.5,50.1,48.1,48.25,6.25,543,0.005,0.044,0.002,0.434,0.474
6719,2021-12-23,2022-01-13,2325572,1853338165,800.0,808.0,781.0,800.0,0.0,2970,-0.005,0.005,-0.028,0.566,0.583
6720,2024-11-14,2024-12-04,726262,119677362,164.0,169.5,162.0,163.5,25.5,715,0.018,0.056,0.009,0.298,0.338
6721,2022-04-11,2022-04-29,853732,52390099,61.3,62.3,60.0,60.6,2.6,659,0.041,0.07,0.03,0.155,0.205
6722,2025-12-31,2026-01-16,3047770,136537182,45.0,47.15,40.0,45.8,0.0,2153,0.037,0.067,-0.094,0.269,0.336
6725,2025-12-12,2025-12-30,2360765,707058392,294.0,319.5,285.0,317.5,129.5,3167,0.469,0.478,0.319,0.307,0.345
6727,2020-11-11,2020-12-01,623000,39877900,66.2,66.2,63.1,64.3,11.5,537,0.011,0.041,-0.008,0.3,0.325
6728,2020-12-07,2020-12-25,1198117,62647652,50.0,56.4,46.25,54.9,11.9,791,0.022,0.05,-0.139,0.383,0.449
6730,2025-11-25,2025-12-10,625971,23422438,38.0,38.55,36.3,37.0,5.0,554,0.048,0.091,0.028,0.261,0.291
6732,2020-05-19,2020-06-08,2076828,1580013120,730.0,799.0,730.0,795.0,297.0,1858,0.246,0.252,0.144,0.513,0.538
6733,2021-01-08,2021-01-28,2846601,89136463,30.85,32.5,29.95,31.2,3.2,2049,0.01,0.052,-0.03,0.213,0.279
